category,subcategories,Date,status,transmis_entreprise,tags,transmis_authorite,is_read,has_response,description
CafeRestaurant,"Hygiene,Presence_danimal_nuisible",2026-06-24,InformateurInterne,0,hygiène,0,1,0,"Je travaille dans ce restaurant, et il y a des souris dans la réserve. J'ai prévenu le responsable, il a dit qu'il allait appeler un dératiseur, mais cela fait 2 semaines, rien n'a été fait. Je vois des crottes de souris près des denrées alimentaires. C'est un grave problème d'hygiène. Je fais ce signalement en interne pour que la direction réagisse. Si rien ne change, je contacterai les services sanitaires."
AchatInternet,"Une_commande_effectuee,Le_service_apresvente_ne_me_repond_plus_SAV",2026-05-21,TraitementEnCours,0,"Commande effectuée,Internet",0,1,0,"J'ai acheté une liseuse sur votre site. L'écran a un défaut de rétroéclairage, il y a une zone plus claire. J'ai contacté le SAV, ils m'ont donné un numéro de retour. Je l'ai renvoyée, ils l'ont reçue. Cela fait 3 semaines, je n'ai pas de retour. J'ai appelé, ils disent que le service est débordé. Je suis très déçu, j'attends toujours une solution."
AchatMagasin,"Un_produit_en_particulier,Cest_un_aliment,Probleme_avec_lemballage_ou_letiquette,Informations_trompeuses_ou_fausses,La_composition",2026-06-21,TraitementEnCours,0,Produit alimentaire,0,0,0,"J'ai acheté une boîte de confiseries sans colorants"". En lisant la liste, j'ai vu qu'il y avait du colorant E122. C'est clairement marqué ""sans colorants"" sur le devant. C'est un mensonge. Je me sens trompé. J'ai contacté le fabricant, ils n'ont pas répondu. Je vais signaler ce produit."""
VoitureVehiculeVelo,"Location,Location_de_voiture_aupres_dune_agence_ou_dun_magasin,Prix_paiement",2026-06-11,TraitementEnCours,0,aucun_tag,1,0,0,"J'ai loué une voiture pour une semaine. Le prix de location était de 250 euros. À la restitution, ils m'ont facturé 80 euros de frais de nettoyage, alors que j'avais rendu la voiture propre. Ils m'ont dit qu'il y avait des traces de sable. Il y avait un peu de sable sur le tapis de sol, mais rien de plus. Je trouve ça abusif. C'est un moyen de surfacturer."
AchatInternet,"Une_commande_effectuee,Commande_jamais_livree_et_le_site_est_toujours_ouvert",2026-05-14,NonTraite,1,"Commande effectuée,Internet",0,0,0,"J'ai acheté une plante rare sur un site de vente de plantes. Le paiement est passé, mais je n'ai jamais reçu la plante. Le site est toujours en ligne, mais je n'arrive pas à les contacter. Je pense que c'est une arnaque. J'ai fait opposition auprès de ma banque. Je signale ce site pour que d'autres ne se fassent pas avoir."
DemarchageAbusif,"Probleme_a_la_suite_de_la_visite_dun_vendeur_a_mon_domicile,Je_suis_contacte_directement_a_mon_domicile_pour_des_propositions_de_travaux_ou_de_renovation_energe",2026-06-06,TraitementEnCours,0,Démarchage à domicile,1,1,1,"Un vendeur de panneaux solaires a sonné chez moi. Il était très insistant, il voulait absolument faire une visite de mon toit. Il n'a pas voulu partir avant que j'accepte un devis. Je me suis senti agressé. Après son départ, j'ai appelé la société pour annuler, ils m'ont dit que c'était trop tard. Je me suis fait avoir. Je ne veux pas de ces travaux, je veux annuler ce devis."
Immobilier,"Agence_immobiliere,Jai_un_probleme_en_tant_que_locataire,Bail_contrat_de_location",2026-07-01,TraitementEnCours,0,Internet,0,0,0,"L'agence qui gère mon appartement a perdu mon bail. Elle me demande de signer un nouveau contrat, avec des conditions différentes (augmentation du loyer, suppression d'une clause). Je refuse. J'ai mon exemplaire du bail. Ils menacent de me mettre dehors. C'est du harcèlement. Je vais consulter un avocat."
AchatInternet,"Le_prix,Fausse_reduction_de_prix",2026-06-18,TraitementEnCours,0,Internet,0,1,0,"J'ai vu un ordinateur portable à 600 euros, barré à 899 euros (soit -30%). Je l'ai acheté. En vérifiant le prix sur d'autres sites, je vois qu'il est à 650 euros partout. Le prix de référence de 899 euros était gonflé. C'est une fausse réduction. Je me sens arnaqué. Je vais demander le remboursement de la différence."
VoyageLoisirs,"Transports_en_commun_mobilites,Taxi_VTC,VTC_voiture_avec_chauffeur,Autre,Autre",2026-06-25,TraitementEnCours,0,Internet,0,1,1,"Le chauffeur VTC que j'ai commandé était en retard, il conduisait en faisant des appels au volant. Il a refusé de m'arrêter à l'adresse indiquée, m'a déposé 200 mètres plus loin. Je me suis senti en danger. J'ai signalé à la plateforme, ils ont fait une enquête, mais je n'ai pas eu de nouvelles. Je n'utiliserai plus cette application."
AchatInternet,"Abonnement_ou_frais_caches,Abonnement_nonindique",2026-07-02,NonTraite,0,Internet,1,0,0,"Je me suis inscrit sur un site de fitness pour un essai de 7 jours. Je n'ai pas vu que l'abonnement était reconduit automatiquement. Ils m'ont prélevé 59 euros. J'ai annulé dans la foulée, mais ils refusent de me rembourser. C'est une technique pour piéger les gens. Je vais écrire un avis négatif."
VoitureVehiculeVelo,"Reparation_revision_vente_de_vehicule,Prix_paiement",2026-06-17,TraitementEnCours,1,aucun_tag,0,0,1,"J'ai fait réparer mon échappement dans un garage. Le devis était de 180 euros. La facture finale était de 230 euros, avec des frais de main-d'œuvre supplémentaire"". Le garagiste m'a dit qu'il avait passé plus de temps que prévu. Il ne m'avait pas prévenu. Je suis en colère, je refuse de payer le surplus. Il a fait un geste, j'ai payé 200 euros. Mais je reste mécontent."""
AchatInternet,"Un_produit,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-05-01,TraitementEnCours,1,aucun_tag,0,0,0,"J'ai acheté un humidificateur d'air. Il a cessé de fonctionner au bout de 3 semaines. Le SAV m'a demandé de le renvoyer. Je l'ai fait, ils ont dit qu'il était irréparable et qu'ils allaient me rembourser. Cela fait 2 semaines, je n'ai pas vu le remboursement sur mon compte. Je les relance, ils disent que c'est en cours. C'est long."
TelephonieFaiMedias,"Telephonie_internet,Resiliation_changement_doperateur_passage_a_la_fibre,Passage_a_la_fibre_optique,Prestation,Echec_du_raccordement",2026-06-15,TraitementEnCours,0,Telecom,0,1,0,"Le technicien est venu pour raccorder la fibre. Il a essayé, n'a pas réussi, et a dit qu'il fallait un autre rendez-vous. Je l'ai attendu, le deuxième rendez-vous n'a pas eu lieu. Je les appelle, ils disent qu'il y a eu un problème de planning. Je suis sans internet depuis 3 semaines. C'est une honte."
AchatMagasin,"Un_produit_en_particulier,Cest_un_aliment,Probleme_avec_lemballage_ou_letiquette,Informations_trompeuses_ou_fausses,La_composition",2026-05-16,TraitementEnCours,0,Produit alimentaire,0,0,0,"J'ai acheté une bouteille d'huile d'olive extra vierge"". En goûtant, elle avait un goût de huile de tournesol. J'ai regardé l'étiquette : il y avait 30% d'huile de tournesol. Ce n'est pas de l'huile d'olive extra vierge ! C'est un mélange. Je me suis senti trompé. Je vais éviter cette marque."""
DemarchesAdministratives,"Autre,Une_entreprise_privee",2026-07-06,Transmis,0,aucun_tag,0,1,1,"J'ai reçu une facture d'une société pour une prestation de mise à jour de données"" que je n'ai jamais demandée. La société a utilisé un nom ressemblant à celui d'une administration. J'ai vérifié, c'est une société privée. Leur lettre était trompeuse. Je ne vais pas payer. Je signale cette pratique abusive."""
AchatInternet,"Une_commande_effectuee,Commande_jamais_livree_et_le_site_est_toujours_ouvert",2026-06-23,TraitementEnCours,0,"Commande effectuée,Internet",0,1,0,"J'ai commandé un ensemble de literie sur un site. Je n'ai jamais reçu le colis. Le suivi s'est arrêté au bout d'une semaine. J'ai contacté le vendeur, il m'a dit que c'était un problème avec le transporteur. Il m'a demandé d'attendre. Cela fait 3 semaines. Le site est toujours en ligne, je ne sais pas quoi faire. Je vais porter plainte."
CafeRestaurant,"Informations_mensongeres_sur_le_menu_la_carte_ou_le_site_internet,Information_mensongere_ou_trompeuse",2026-06-05,NonTraite,0,ReponseConso,0,0,0,"Le restaurant annonçait sur sa carte en ligne un menu enfant à 7,90 euros. Arrivé sur place, le menu enfant était à 11,90 euros. La serveuse m'a dit que le prix en ligne n'était pas à jour. Je trouve ça trompeur, surtout pour des familles. Je suis reparti déçu."
VoitureVehiculeVelo,"Reparation_revision_vente_de_vehicule,Prestation_mal_realisee_ou_pas_realisee",2026-06-05,TraitementEnCours,0,aucun_tag,0,1,0,"J'ai fait remplacer mes plaquettes de frein dans un garage. Après 200 km, j'ai entendu un grincement. Je suis retourné, ils ont dit que les plaquettes étaient de mauvaise qualité et qu'il fallait les changer à nouveau, en me les facturant. Je refuse. C'est leur problème, ils auraient dû installer des plaquettes de qualité. Je vais aller ailleurs."
AchatInternet,"Une_commande_effectuee,Le_service_apresvente_ne_me_repond_plus_SAV",2026-06-20,TraitementEnCours,0,"Commande effectuée,Internet",0,1,1,"J'ai reçu un colis vide. Le carton était ouvert, plus de produit. J'ai contacté le SAV, ils m'ont demandé de prendre des photos. Je l'ai fait, et ils ont dit qu'ils allaient ouvrir une enquête. Cela fait 10 jours, je n'ai pas de nouvelles. Je suis excédé. J'ai besoin de ce produit pour mon travail."
BanqueAssuranceMutuelle,"Une_banque,Contrat",2026-05-25,TraitementEnCours,0,Internet,0,1,0,"Ma banque a modifié les conditions de mon compte courant, en ajoutant des frais de tenue de compte de 5 euros par mois. Je n'ai pas été prévenu. J'ai vu la ligne sur mon relevé. J'ai appelé, ils m'ont dit que j'avais été informé par email. Je n'ai rien reçu. Je vais changer de banque."
AchatInternet,"Un_produit,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-06-09,TraitementEnCours,0,aucun_tag,0,0,0,"J'ai acheté un projecteur vidéo. L'image est floue sur les bords, c'est un défaut de l'optique. Je l'ai renvoyé au SAV, ils l'ont réparé, mais le problème est revenu. Je l'ai renvoyé une deuxième fois. Cette fois, ils ont dit qu'ils allaient me rembourser. J'attends le virement depuis 10 jours."
AchatMagasin,"Le_magasin_de_facon_generale,Moyens_de_paiement,Le_commercant_refuse_que_je_paie_en_especes,Il_refuse_les_especes_dune_facon_generale",2026-05-29,TraitementEnCours,0,aucun_tag,0,1,1,"Le magasin refuse les espèces, uniquement la carte. C'est une discrimination, car tout le monde n'a pas de carte. J'ai dû acheter ailleurs. C'est dommage pour le commerce local."
Internet,"Un_influenceur_ou_une_influenceuse,Une_publicite_pour_un_produit_financiers_risques_un_cryptoactif_ou_un_NFT",2026-06-30,TraitementEnCours,0,Influenceur,0,1,0,"Un influenceur que je suis sur Twitter fait la promotion d'une crypto-monnaie, sans en expliquer les risques. Il dit que c'est un investissement sûr"". C'est faux, c'est très risqué. J'ai failli investir, puis j'ai vu des articles sur les arnaques. Il devrait être plus responsable."""
VoyageLoisirs,"Transports_en_commun_mobilites,Taxi_VTC,Taxi,Le_prix_paye_ne_me_convient_pas,Le_prix_au_compteur_etait_eleve_des_la_prise_en_charge",2026-06-19,TraitementEnCours,0,aucun_tag,0,0,0,"J'ai pris un taxi à la gare. Le compteur était déjà à 7 euros avant même que la voiture démarre. C'est un forfait de prise en charge, mais c'est exagéré. J'ai trouvé le prix final très élevé. Le chauffeur n'a pas été sympathique. Je vais prendre le bus la prochaine fois."
AchatInternet,"Abonnement_ou_frais_caches,Frais_supplementaires_nonindiques",2026-06-19,TraitementEnCours,0,Internet,0,0,1,"J'ai réservé un hôtel sur un site de réservation. Le prix affiché était 80 euros, mais à la fin de la réservation, j'ai vu 10 euros de frais de service. Ce n'était pas indiqué avant. C'est une pratique trompeuse. Je vais réserver directement à l'hôtel la prochaine fois."
AchatInternet,"Une_commande_effectuee,Livraison_en_retard_ou_colis_perdu,Lentreprise_ma_impose_le_transporteur_sur_une_liste_lors_de_la_commande",2026-05-28,TraitementEnCours,0,"Commande effectuée,Internet",0,0,1,"Le transporteur que vous avez imposé a perdu mon colis. Je l'ai signalé, ils ont fait une enquête, ils ont dit que le colis a été volé. Vous me dites que c'est au transporteur de me rembourser. Le transporteur me dit que c'est à vous de faire la réclamation. Je suis pris entre deux. C'est une situation ubuesque. Je veux mon remboursement."
DemarchageAbusif,"Probleme_de_demarchage_telephonique,Jai_recu_un_appel_commercial_pendant_la_semaine_en_dehors_des_heures_autorisees",2026-06-22,NonTraite,1,"Démarchage téléphonique,Appel commercial",0,0,0,"J'ai reçu un appel commercial à 20h30, alors que c'est interdit. Une société de crédit. Je lui ai dit de ne plus m'appeler, il a insisté. Ces appels hors horaires sont une nuisance. Les autorités devraient renforcer les contrôles."
AchatMagasin,"Un_produit_en_particulier,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-06-05,TraitementEnCours,0,aucun_tag,1,1,1,"J'ai acheté un sèche-cheveux, il a un problème de chaleur, il chauffe trop et s'arrête. Je l'ai rapporté au magasin, on m'a dit que le SAV était géré par le fabricant. C'est long, je suis sans sèche-cheveux. Je trouve que le magasin devrait m'en prêter un."
TelephonieFaiMedias,"Telephonie_internet,Mon_forfait_prix_contrat_et_facture,Autre_probleme_de_facturation_ou_de_contrat,Autre",2026-07-05,TraitementEnCours,0,"Telecom,Internet",0,0,0,"Mon forfait mobile a augmenté sans préavis, et l'opérateur m'a facturé des appels vers des numéros spéciaux que je n'ai jamais passés. J'ai contesté, on m'a remboursé, mais je trouve ça inquiétant. Je vais changer d'opérateur."
AchatInternet,"Le_site_internet_en_luimeme,Autre",2026-05-22,TraitementEnCours,0,Internet,0,0,1,"Le site de la boutique est souvent en maintenance, impossible de commander. J'ai essayé à plusieurs reprises. Quand j'ai réussi, la commande a été annulée sans raison. J'appelle, ils disent que c'est un bug. C'est dommage car ils ont de beaux produits, mais le site est catastrophique."
VoyageLoisirs,"Accommodation,Cancellation_refund",2026-07-03,TraitementEnCours,1,Internet,0,0,0,"J'ai réservé un Airbnb, j'ai dû annuler à cause d'un problème de santé. L'hôte refuse de me rembourser, il propose un avoir. C'est la politique d'annulation stricte. Je trouve ça dur, surtout avec un certificat médical. Je ne réserverai plus sur Airbnb."
BanqueAssuranceMutuelle,"Une_assurance_mutuelle,Contrat",2026-05-04,TraitementEnCours,1,Internet,0,1,1,"Je viens de recevoir mon contrat d'assurance auto, les garanties ont été réduites par rapport à l'année dernière, mais le prix a augmenté. Je n'ai pas été informé de ces changements. Je vais contester."
AchatInternet,"Un_produit,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-07-04,TraitementEnCours,0,aucun_tag,0,1,0,"J'ai acheté une tondeuse à gazon électrique. Elle a fumé au bout de 2 utilisations. Je l'ai renvoyée, ils m'ont dit qu'il y avait un court-circuit. Ils l'ont réparée, mais depuis, elle fait un bruit bizarre. Je pense qu'ils n'ont pas réparé correctement. Je vais demander un remboursement."
